500
86 4
908 -753 487
76 269 544
-948 -534
412 955
287 -319
-34 658
343 265
630 -326
-983 30

90 4
351 421 529
829 9 938
-672 422 366
712 -428 155
-295 500 107
-310 -740 882
-750 565 99
996 -456 66
379 -579 138
205 -837 248
-583 -416 963
-570 290 621
333 -782 5
291 862 738
955 643 794
692 125 777
280 -79 413
-752 -945 311
-963 330 846
-779 -475 992
522 451 208
-789 223 762
984 -927 781
-590 -901 217
-546 -979 413
-480 432 866
-894 750 889
-641 591 285
65 -343 693
-743 228 937
-224 -636 728
222 499 253
-616 296 290
832 -85 281
337 285 249
649 -429 115
-314 -753 531
733 483 229
-274 -692 154
-718 570 895
-254 -493 885
-561 -416 608
917 662 226
833 -248 928
158 202 786
2 -444 474
637 980 841
98 55 264
-197 679 375
-843 416 773
203 206 736
640 181 254
-832 -743 813
-915 -447 242
-758 142 531
617 -973 949
-95 -823 352
-910 -866 491
192 936 547
744 -589 382
293 -297 967
-67 -346 265
-651 -742 351
193 -56 102
760 -920 548
229 256 38
935 -339 688
756 287 414
200 710 344
796 578 279
-672 -658 693
-310 -317 778
-524 -868 393
1 459 1
-64 594 432
-979 117 51
-666 228 473
651 245 371
383 -82 593
-928 -654 675
-310 -873 340
-712 -21 215
195 200 314
-30 663 700
-625 -151 240
-583 -655 248
183 36 781
-936 359 936
739 -489 271
115 201 969
211 -202
-118 -882
997 879
677 470

16 6
137 -519 973
-424 -899 174
-76 -580 588
-768 838 326
291 623 48
-353 -171 339
-685 -196 46
357 175 696
86 -619 888
776 -957 907
-179 483 461
-843 554 263
904 -851 666
-911 -815 340
902 3 205
-642 -753 550
-595 274
-50 62
328 -534
-582 -756
-654 -817
966 342

49 8
-575 -382 597
681 -840 676
-539 735 935
-837 811 762
-724 704 521
-7 467 54
-703 -702 594
605 299 939
-424 372 457
224 464 544
909 769 518
478 218 173
670 -7 370
-900 963 740
-582 61 851
-112 561 296
398 497 970
856 635 804
678 -199 646
175 986 389
-347 980 578
-892 -858 331
82 553 847
-155 547 708
-716 -786 138
-505 -185 243
187 819 244
593 41 629
-635 -815 98
828 715 368
318 552 338
411 474 195
-703 -437 189
-578 531 125
364 39 134
176 -469 24
708 -196 813
202 627 912
630 551 441
125 721 364
-935 -513 471
-40 -895 115
219 -841 926
947 484 372
-486 523 65
253 -639 748
997 283 123
-97 -794 850
903 -513 81
584 -284
-585 -614
301 -742
-756 -790
-497 -593
719 137
-193 217
-760 999

46 5
590 -777 146
-267 454 251
797 -301 889
-737 -289 801
-619 868 704
417 -543 176
291 769 491
42 977 490
35 663 711
-609 604 514
624 -283 686
353 462 69
595 -114 946
988 405 823
-58 -12 587
-866 753 372
751 855 267
276 546 114
467 -301 817
-199 81 374
-683 99 270
320 -487 249
416 -262 488
-282 -810 463
-641 766 918
-875 3 351
-334 410 489
963 -35 446
52 -622 372
-192 661 370
-701 306 191
341 726 264
184 482 922
-92 244 175
84 -250 383
907 191 840
404 -277 300
-723 -53 163
569 185 967
562 -316 326
-182 -212 539
375 -877 625
857 953 216
784 -978 529
-992 335 672
-768 -217 825
-167 48
187 117
302 -68
-513 793
-549 -893

82 4
-996 355 385
-971 -900 18
-863 644 675
-546 -578 312
529 122 361
-167 -119 762
300 148 395
450 -436 745
657 -664 775
-725 581 251
854 -673 366
-959 -862 425
-532 428 166
-567 -699 487
29 -930 620
47 -796 994
-297 238 975
937 125 739
619 -504 280
-970 331 500
-580 605 565
531 -466 833
764 135 311
949 844 917
6 156 529
837 -235 406
-220 -310 638
-517 -131 627
943 452 660
888 -120 741
537 -46 718
-700 818 706
-304 -468 337
409 -475 394
-143 625 551
301 -392 136
-147 -131 996
842 -80 544
-222 21 851
860 -477 442
-830 986 461
-401 849 300
939 -436 272
369 49 532
966 933 108
-947 144 182
219 120 12
-112 371 411
-701 548 353
-458 -601 284
-651 -759 154
-664 348 449
-681 842 315
536 -917 328
581 -206 417
517 433 675
450 537 295
-341 414 848
682 588 50
-167 -491 483
245 701 777
130 299 597
-503 -97 370
-415 631 209
-389 75 507
-383 823 626
-236 841 51
236 161 86
-370 16 266
102 -759 915
-580 -626 687
542 294 572
-751 94 521
-341 78 662
49 293 143
-567 256 221
974 88 825
-720 -381 777
-36 203 618
-443 -916 517
-60 630 116
-19 -72 896
-978 857
-450 -242
-356 110
838 44

21 2
-426 387 295
394 -433 906
-639 984 721
-35 722 944
-587 530 211
192 804 471
826 -112 307
-715 -960 236
-540 893 946
828 168 454
484 -62 118
-164 306 268
190 -198 861
-891 -106 125
-874 529 795
573 611 761
526 537 967
792 330 967
-447 -755 788
-579 -206 976
-554 354 298
54 -578
216 410

37 9
-943 942 594
-614 -848 760
-635 166 90
156 386 807
576 -538 410
-84 -973 268
-699 -799 884
646 -68 856
671 275 632
556 -837 145
427 -43 62
-651 78 295
-204 427 468
-970 232 128
210 237 810
-825 -130 185
521 508 343
-817 710 869
917 -598 396
-683 224 278
-822 890 87
-554 974 68
-382 -437 274
291 -416 3
961 -850 576
-693 270 165
-510 434 850
-274 -810 761
-122 -716 381
-729 -190 154
300 493 381
-966 380 729
492 -88 4
752 -668 635
-496 69 711
-658 -476 590
-163 981 979
-657 -298
-865 967
479 280
-283 -882
-975 -544
-333 905
296 857
-304 928
-588 618

41 9
-66 393 344
-111 13 962
-76 -322 929
-78 26 343
920 790 908
-716 568 254
292 342 150
976 391 355
-21 -559 966
400 139 113
-117 477 819
-42 -700 18
-288 568 5
-545 -626 596
850 358 963
619 -244 566
-521 50 296
-187 540 604
-530 642 216
629 285 946
299 -267 732
-274 290 145
399 681 348
-644 -129 461
873 586 685
-787 285 682
479 -50 108
3 759 70
116 873 236
311 135 941
956 -554 315
730 -193 925
721 -120 901
-713 -730 997
-52 -127 915
-602 -227 203
530 134 47
67 -534 69
-941 490 546
-454 -843 167
-152 -306 259
308 -615
559 811
-958 -72
-906 933
454 754
-497 -514
-101 241
-8 136
-62 -238

93 2
35 -123 570
717 -72 68
237 173 650
-271 -980 215
399 -945 938
-13 -51 491
764 280 28
-199 -539 46
252 596 299
-841 -136 753
505 142 427
-410 947 183
-435 524 337
-375 806 98
725 124 596
879 -472 604
-631 623 103
566 970 897
548 466 634
-258 203 833
960 -409 733
-830 -587 572
-667 181 153
737 44 30
66 -679 102
729 409 680
-827 -632 94
-904 193 163
-410 -218 450
-372 -433 296
628 -705 572
-893 674 393
-337 -996 643
956 -433 575
544 729 537
63 424 63
-191 -708 73
-739 -763 349
200 -655 179
-474 -787 784
-55 -272 879
-607 153 523
32 -951 591
24 -76 405
-77 -892 689
278 992 792
-693 906 248
498 -495 384
525 -250 808
-441 -761 458
238 -301 618
-782 970 939
-975 499 590
-189 855 335
745 948 144
395 852 774
841 -729 863
293 -198 534
216 399 128
3 642 32
-252 809 255
-504 -332 790
223 195 66
-209 816 440
-178 857 493
109 -427 739
-84 878 183
-832 -938 254
-748 -977 217
-156 -77 741
302 998 654
-395 576 4
188 -167 718
-948 349 646
-133 -197 664
-140 -655 284
-708 -520 884
-416 371 42
-745 899 642
494 -897 682
842 320 160
71 842 151
135 -534 703
-986 -815 797
-599 -253 440
-464 68 662
573 989 525
678 -179 71
-420 609 943
-625 -540 347
-522 -389 647
823 150 676
-564 6 926
-737 -952
-715 630

87 4
226 -918 162
-788 279 688
220 8 778
-931 -841 44
-944 -830 6
420 -558 236
117 -142 207
-901 -750 54
482 169 793
370 218 564
-716 -703 349
86 -736 473
150 -601 816
-971 772 262
-365 267 621
-844 -285 592
-913 -865 920
-36 890 297
836 191 327
220 -476 916
168 108 897
836 -607 635
787 -152 519
-67 748 538
-931 355 306
936 433 497
-956 -797 503
-870 729 454
30 -487 669
-887 -600 976
-164 -794 291
-603 -222 603
-439 -900 984
709 67 171
-139 722 141
-769 -384 238
-198 935 398
-996 611 897
955 -33 989
234 -189 478
826 134 963
-282 848 996
453 -994 259
414 -235 359
537 -815 740
-791 677 870
-439 146 555
-481 -410 679
690 -178 13
-864 287 243
840 961 48
-153 235 230
-46 550 620
286 -165 116
-198 496 325
503 301 624
972 129 388
-393 -813 888
-929 -317 34
463 132 620
-684 -570 685
-824 -179 816
987 -422 890
151 677 494
-530 674 36
-682 -759 887
628 719 947
-705 -762 599
-709 257 614
-790 -499 902
866 -412 66
-632 227 896
-985 594 178
773 854 358
891 515 688
-451 69 531
474 -68 457
-730 -923 37
512 214 771
627 552 67
-575 854 989
896 -292 789
529 990 950
517 382 461
-671 -420 768
-494 -308 213
-79 -457 362
468 908
-156 -161
373 830
167 132

95 7
-928 832 239
216 365 619
-103 857 482
-608 192 729
-896 480 156
741 -109 282
616 312 17
-268 -837 406
237 210 323
772 741 619
989 678 630
-676 -308 949
495 -251 575
688 313 123
-455 133 189
937 -473 396
-933 905 551
-916 -108 115
-125 791 584
306 423 348
-958 860 445
900 760 294
69 -802 163
-643 652 705
-800 -27 985
-345 -524 218
314 878 925
-304 746 837
-407 680 136
309 915 699
842 228 656
-896 -188 722
-427 46 167
706 -445 74
-112 -263 931
-722 336 623
-891 -152 121
701 -722 110
458 160 980
-239 364 415
-985 328 884
-890 765 849
-761 225 18
-996 -219 588
-372 341 435
-700 753 298
455 249 655
-747 48 422
-31 609 886
151 324 120
-781 -409 762
-489 249 78
-525 704 412
-232 -91 63
453 381 252
525 -896 69
-61 720 584
402 729 228
506 -408 396
-877 155 332
-606 663 553
532 -955 26
-164 485 954
483 -338 139
879 -394 873
-723 -351 899
-44 265 55
273 -177 922
132 -560 349
219 -113 35
52 916 670
-484 -723 590
-824 287 48
809 -238 796
-678 315 483
-551 -232 445
629 59 774
140 978 51
-936 -777 934
-810 388 828
-926 80 468
306 867 78
-648 790 936
480 -881 499
-77 451 963
878 -226 822
228 293 490
585 522 554
-523 -391 732
891 224 102
827 -816 280
-142 -788 712
79 28 224
372 -681 189
727 943 118
-328 -983
836 -310
643 539
725 933
443 -861
-43 758
999 168

5 1
165 -413 258
-141 -212 283
879 -399 670
219 -117 728
65 -386 675
-481 -207

89 9
-929 -144 488
-34 104 327
-191 -220 269
332 -344 673
245 39 423
-285 -886 285
-710 -697 314
-138 -451 427
-523 633 766
-255 288 863
68 388 448
-861 -276 119
-920 701 356
921 -816 951
732 -65 772
122 -73 389
-177 183 311
-954 987 548
328 -429 621
-682 -121 457
682 156 339
-922 402 323
191 -89 193
708 -167 532
-286 -358 565
-288 417 911
315 933 686
641 -272 130
-182 -86 763
236 481 500
-942 736 439
823 477 786
-184 220 994
16 432 590
699 -120 104
-308 -765 281
-182 853 227
965 -764 389
550 565 27
-144 526 471
-643 -882 533
46 214 87
-564 980 69
-87 -533 542
-385 228 965
-855 657 807
-3 330 970
-92 378 784
205 96 698
-579 -638 549
-128 603 790
-542 -88 198
671 -709 376
-600 -958 233
-771 895 333
-539 145 504
952 248 727
954 -313 173
318 -391 96
-51 -710 288
658 6 782
-998 -686 289
811 76 652
508 421 782
-2 472 218
-996 249 220
-579 964 846
-645 117 922
322 -805 551
-475 638 430
-399 -251 906
-2 888 331
52 -868 657
996 -385 189
-538 395 648
-973 812 325
-836 -53 161
-891 820 348
-998 359 542
11 -959 448
-50 -728 828
620 -128 11
37 -663 434
-438 118 907
765 672 124
-252 24 124
817 439 426
-983 344 544
707 316 908
-150 471
680 -151
-654 968
701 29
-170 662
447 -135
-638 890
-935 342
665 495

52 4
-522 -291 332
554 -915 93
-61 -688 618
-265 67 962
488 -119 672
-118 -707 716
-78 665 58
266 -897 770
-532 -25 757
-4 -338 90
674 -883 569
-573 63 326
-621 442 923
661 105 733
58 573 719
996 698 66
-721 -402 611
623 879 189
-87 515 581
-225 -598 846
-342 -465 627
-397 -457 999
-327 887 687
-296 -35 131
-259 -464 152
-131 -195 453
615 711 258
320 716 336
311 -719 228
273 -544 321
-556 29 30
-411 -399 156
782 -543 2
147 576 456
564 -478 153
-723 -270 318
590 601 321
604 -950 430
681 -776 687
650 -883 984
-412 -831 380
-400 -952 609
930 -354 176
608 -24 185
911 757 531
-764 -31 32
253 -141 405
-181 -98 714
-197 -248 294
212 -175 231
415 261 328
660 -97 123
18 897
175 -230
413 304
-284 763

43 1
-692 -351 3
-245 455 667
-802 -394 27
485 147 434
694 633 721
-401 875 540
-735 -606 280
941 -29 182
-182 869 540
-315 -738 118
-384 613 920
207 -753 615
35 205 938
-576 -662 625
488 -534 98
332 -893 98
69 -863 422
-80 -227 770
863 397 490
-524 -718 780
682 722 300
-663 -922 262
824 496 831
793 563 719
-606 548 57
713 403 664
-114 -289 245
-553 880 745
-12 822 246
-432 -752 706
306 588 642
809 -686 290
-429 635 22
-656 773 868
-310 589 924
-97 755 203
-729 -837 435
-660 -235 916
-369 -758 955
-237 -439 9
-798 -949 603
774 231 806
-486 364 314
-286 -638

75 1
947 621 318
395 215 546
-793 -897 18
873 780 959
-619 482 576
-381 474 955
176 979 217
413 -155 512
-365 -283 741
67 -103 272
-190 19 991
-702 659 434
-463 -307 431
319 946 680
323 -994 229
-722 -590 804
689 -321 7
600 -513 921
-948 108 928
825 -750 643
-828 679 846
378 400 583
-977 -742 651
-360 254 437
885 -994 816
157 -67 323
729 -218 511
271 -927 657
-166 -513 702
-738 -709 994
847 -123 105
234 634 18
-340 111 575
769 -424 159
-930 -409 258
-385 -762 751
-946 384 76
-19 537 821
-141 347 409
-661 -715 779
-879 -472 923
349 -776 51
-270 -483 776
975 732 33
-19 -148 774
935 -893 172
202 -303 244
686 -749 820
-940 -788 452
-142 -842 202
126 -718 381
300 592 564
-24 -125 547
353 242 631
-474 -44 347
-706 281 57
740 -620 254
574 -177 339
-275 -918 647
-335 -752 780
-433 -485 724
237 853 199
-532 653 679
-623 751 447
-364 70 292
503 -400 3
140 498 530
-528 859 775
-41 616 570
-984 -743 986
322 158 543
8 877 305
778 401 655
-563 953 284
715 257 428
662 500

71 4
164 -514 651
208 -974 925
933 809 937
319 -534 791
397 -371 775
683 -446 400
249 135 852
-816 319 437
-938 -670 148
-533 -189 342
-218 1000 233
-654 -787 557
-882 552 57
-518 -940 687
-314 538 233
163 440 394
734 -881 991
-992 262 510
788 -309 295
-299 -307 390
289 -854 445
-996 617 5
-404 275 384
359 -331 386
629 -16 501
118 822 344
-152 -428 873
314 -755 977
-357 -169 868
-696 -395 579
268 -507 914
998 43 315
400 834 601
949 997 254
614 -714 439
-141 -568 231
-161 -652 501
-23 970 331
-514 -266 409
-676 428 905
269 550 451
775 -368 66
430 -424 206
998 883 994
-440 -501 377
-967 306 662
854 715 129
535 -942 614
19 619 456
-646 61 532
-953 -640 707
250 637 646
937 917 670
-505 559 507
162 830 56
631 -575 925
309 -939 641
556 15 420
-108 922 735
744 -175 584
-429 -402 923
-669 80 866
280 474 523
-545 -921 318
174 362 688
846 -465 271
338 -865 313
-677 -959 243
446 -988 773
509 -66 462
-85 442 871
-750 446
985 -988
303 -182
706 -45

19 1
-433 -308 371
-389 703 127
425 -203 501
-727 85 637
782 235 175
-761 -297 181
288 492 655
330 -781 722
8 78 311
311 -849 229
-163 -714 260
-642 -153 907
582 -592 503
-305 606 931
310 784 57
-196 -862 695
733 -65 668
-986 -951 296
-538 -138 583
499 187

80 3
882 569 884
-437 56 850
-59 -809 135
6 -333 859
-704 -653 252
555 -732 695
999 514 501
378 910 546
210 77 498
-913 23 291
82 536 816
452 -453 81
-866 -801 473
-123 -775 963
-139 -378 769
-737 770 51
-873 -657 58
-710 -41 198
136 -233 641
141 880 576
-435 717 593
556 997 977
-185 -963 572
-888 -546 765
470 240 294
369 986 33
-669 -813 288
-742 709 199
-209 -506 800
-302 -710 771
-898 -761 925
-76 -40 994
587 850 132
634 875 11
456 -996 642
114 -779 84
-642 -9 244
-225 -641 895
-637 -555 247
-333 82 407
77 889 136
235 -318 509
807 181 646
879 440 80
-692 -37 700
972 -520 837
-821 171 335
-791 -857 436
924 -516 375
127 157 597
-870 755 894
-339 350 369
-296 594 194
563 497 972
517 367 990
716 -147 155
-684 802 537
609 647 22
610 636 425
603 961 906
891 30 489
209 -462 532
649 -952 674
-414 563 588
-150 901 783
863 -652 947
735 873 662
-376 -298 644
997 -782 590
965 -981 36
553 321 1
-955 -589 361
941 -93 587
57 -63 139
-185 -715 164
-248 -630 603
547 -702 913
-498 -153 223
306 -828 729
223 48 399
-91 -567
-723 609
-442 -820

59 4
1000 -338 27
695 859 932
-918 785 27
-508 -581 975
858 479 441
-515 758 325
746 -983 158
584 -390 439
-90 -208 576
624 317 346
-316 386 470
765 308 163
612 514 748
-998 -180 854
277 153 793
-526 -203 774
-557 -922 390
529 642 567
625 -617 155
-937 918 400
-807 -245 506
407 990 877
808 -25 217
352 173 646
-287 971 86
-90 -513 797
910 729 24
737 104 648
-390 973 298
19 494 774
532 717 87
892 140 863
498 -772 940
-271 34 792
-91 -621 584
654 -570 956
-747 844 845
269 615 213
-714 -346 107
-191 -987 453
-707 -251 808
418 -350 744
549 -143 90
114 970 26
-34 -975 199
970 -564 855
885 962 703
-165 902 906
598 791 424
509 -15 635
-629 -734 890
564 150 127
-585 371 805
-226 606 755
480 174 837
-37 917 180
-775 709 26
-329 -820 392
587 568 335
331 982
165 -425
-289 -787
-242 -412

84 4
702 657 47
197 -822 789
-957 238 766
-488 -425 232
931 731 45
818 818 416
-879 988 427
-797 -134 264
212 74 632
833 509 208
6 -858 87
214 -932 331
442 410 538
-792 93 434
88 -319 968
-314 565 426
-650 546 872
-850 857 143
936 -976 462
382 27 980
-877 632 602
-204 -185 629
-601 253 28
-234 504 990
-132 -436 674
955 -49 586
97 -428 880
134 -208 881
-682 -696 744
-373 -684 706
-864 -774 909
114 905 334
720 -549 33
-573 -362 248
463 66 826
-677 -788 787
-465 137 109
890 474 756
104 16 949
502 753 201
-594 -377 476
201 -94 67
-912 -12 900
-252 -897 716
-39 239 474
426 -767 101
-698 -643 52
-601 73 400
-190 -843 182
25 558 317
-973 -417 246
517 -3 928
-812 957 346
878 305 169
-652 -838 265
356 638 664
781 -845 283
-820 -428 304
988 -863 849
-359 -726 347
273 621 864
-175 -360 858
765 844 222
-971 351 578
-879 -488 446
370 -464 174
-99 883 203
-635 815 55
-415 292 801
-853 -126 944
430 -993 310
-562 746 988
-496 742 77
-23 -463 574
366 -298 667
938 -445 70
250 466 590
619 575 138
-234 635 225
267 -956 784
434 -886 626
707 -745 844
-890 -872 290
-942 643 669
-541 -322
-418 -995
-143 722
214 865

54 1
-706 -323 460
105 -98 486
487 -378 285
-66 -89 127
-821 916 708
397 510 118
764 -822 877
-899 552 752
529 -36 662
-492 437 904
35 -287 343
970 -974 701
-821 853 620
-133 -477 124
373 890 659
116 613 1
292 -136 888
-45 -56 774
932 37 723
-826 543 768
-764 295 907
62 -92 195
980 872 40
-169 0 502
-416 -776 921
-84 -429 326
977 -891 93
134 577 67
121 213 569
88 -748 711
-477 132 421
-899 -932 791
-412 715 718
139 488 32
165 911 620
793 -338 496
351 -443 557
-716 -595 476
-243 423 259
283 224 629
-613 861 62
266 -955 501
-595 -150 133
134 413 755
-514 470 584
823 -599 801
864 -314 638
-755 -987 940
584 -383 726
-358 319 514
-232 -75 65
913 -760 388
686 658 504
256 995 156
635 -466

31 2
246 -88 836
-330 -677 213
635 534 988
-130 -686 68
555 -67 789
-148 263 889
-853 -975 909
8 -392 607
960 118 493
-875 -409 477
223 -142 62
-377 -471 57
-332 -754 749
578 -127 920
-432 277 753
-891 435 808
-463 911 143
-96 -197 409
-378 -561 103
512 391 391
498 -84 137
922 -565 365
980 -886 530
-206 352 272
-215 -817 506
355 627 925
602 -927 965
-445 522 126
-329 -915 352
-569 146 974
-916 -490 136
884 390
-327 364

64 7
117 237 397
-952 -219 508
-735 51 200
118 420 877
-397 421 869
-386 252 706
-37 -720 16
-977 -431 896
-889 745 255
0 -989 907
873 452 540
-762 -979 440
-811 116 761
-767 602 503
-830 -489 430
855 -21 306
706 729 94
115 -373 874
-448 754 246
-2 926 963
-196 562 289
241 -139 760
828 -567 47
525 -772 982
-517 927 701
-219 -438 882
872 705 647
599 166 534
640 931 103
266 -418 364
918 -203 202
-243 -720 711
865 -877 460
-599 340 895
844 -309 469
350 -16 811
-57 911 432
-679 495 405
426 -275 836
83 606 847
-356 -821 568
600 -758 23
-79 -310 123
639 -736 365
268 -786 646
-401 605 397
536 -221 372
846 -248 850
846 769 309
-694 996 114
-842 970 141
-612 67 43
264 651 443
-147 -715 663
62 909 859
-562 296 748
261 689 324
107 -41 370
3 -247 936
69 354 412
-309 -493 288
313 -926 920
-48 561 285
853 723 56
533 888
851 -568
-865 695
-981 327
487 -66
-417 -465
690 355

44 6
996 -696 284
314 80 687
697 910 537
327 411 805
787 764 137
950 447 959
948 -550 972
-323 588 995
9 -19 681
-398 -614 443
-895 -664 906
766 17 521
7 -255 679
-517 -823 330
921 -831 116
-716 -582 401
-874 342 293
775 273 894
784 -709 864
-334 55 787
660 -477 697
348 -489 788
-899 -467 764
636 -852 29
-979 -589 313
-521 219 769
737 695 903
-311 -903 30
544 436 376
97 70 215
-149 168 764
-468 -836 983
296 405 656
-923 570 102
924 -878 597
617 -243 953
-309 -410 495
-667 -132 543
-507 -896 619
268 557 344
-422 -992 171
66 -375 934
579 16 602
13 -525 838
606 45
-111 578
379 656
-21 -731
494 -456
27 -848

1 3
541 4 146
-958 -290
-820 125
-79 532

34 9
753 -972 546
427 -599 441
-298 -412 380
-771 -644 686
299 -180 843
328 -69 593
622 712 585
884 979 32
-918 -414 144
-46 -73 951
841 -542 508
